Time,Temperature ,Humidity
2022-07-24 23:54:19,18.5,80
2022-07-25 00:05:43,18.7,80
2022-07-25 00:13:19,18.5,80
2022-07-25 00:17:07,18.6,80
2022-07-25 00:20:55,18.6,80
2022-07-25 00:24:43,18.6,80
2022-07-25 00:36:07,18.4,80
2022-07-25 00:39:55,18.4,80
2022-07-25 00:47:31,18.4,80
2022-07-25 00:54:10,18.4,80
2022-07-25 00:57:58,18.3,79
2022-07-25 01:05:34,18.3,79
2022-07-25 01:09:22,18.2,79
2022-07-25 01:13:10,18.2,80
2022-07-25 01:16:58,18.1,80
2022-07-25 01:20:46,18.1,80
2022-07-25 01:24:34,18,80
2022-07-25 01:28:22,18,80
2022-07-25 01:32:10,18,80
2022-07-25 01:35:58,18,80
2022-07-25 01:39:46,17.9,80
2022-07-25 01:43:34,17.8,80
2022-07-25 02:01:37,17.9,80
2022-07-25 02:05:25,17.8,80
2022-07-25 02:09:13,17.9,80
2022-07-25 02:13:01,17.9,80
2022-07-25 02:20:37,17.9,80
2022-07-25 02:28:13,17.9,80
2022-07-25 02:32:01,17.9,80
2022-07-25 02:35:49,17.9,80
2022-07-25 02:39:37,17.9,80
2022-07-25 03:09:04,17.8,79
2022-07-25 03:12:52,17.9,79
2022-07-25 03:16:40,17.9,79
2022-07-25 03:20:28,17.8,79
2022-07-25 03:24:16,17.8,79
2022-07-25 03:31:52,17.7,79
2022-07-25 03:35:40,17.6,79
2022-07-25 03:47:04,17.5,79
2022-07-25 04:01:18,17.5,79
2022-07-25 04:05:06,17.5,79
2022-07-25 04:08:54,17.5,79
2022-07-25 04:12:42,17.5,79
2022-07-25 04:16:30,17.5,79
2022-07-25 04:20:18,17.5,79
2022-07-25 04:24:06,17.4,79
2022-07-25 04:27:54,17.5,79
2022-07-25 04:31:42,17.5,79
2022-07-25 04:35:30,17.6,79
2022-07-25 04:39:18,17.5,79
2022-07-25 04:43:06,17.5,79
2022-07-25 04:46:54,17.5,79
2022-07-25 04:50:42,17.5,78
2022-07-25 04:54:30,17.4,78
2022-07-25 05:08:45,16.8,78
2022-07-25 05:12:33,16.7,78
2022-07-25 05:16:21,16.6,79
2022-07-25 05:20:09,16.5,79
2022-07-25 05:23:57,16.5,79
2022-07-25 05:27:45,16.5,79
2022-07-25 05:31:33,16.5,79
2022-07-25 05:35:21,16.5,79
2022-07-25 05:39:09,16.6,79
2022-07-25 05:42:57,16.5,79
2022-07-25 05:46:45,16.5,80
2022-07-25 05:54:21,16.5,79
2022-07-25 05:58:09,16.5,80
2022-07-25 06:08:36,16.4,80
2022-07-25 06:12:24,16.5,80
2022-07-25 06:16:12,16.5,80
2022-07-25 06:20:00,16.4,80
2022-07-25 06:23:48,16.4,80
2022-07-25 06:27:36,16.4,80
2022-07-25 06:31:24,16.4,80
2022-07-25 06:39:00,16.4,80
2022-07-25 06:46:36,16.4,81
2022-07-25 06:50:24,16.4,81
2022-07-25 07:08:27,16.3,81
2022-07-25 07:12:15,16.2,82
2022-07-25 07:16:03,16.2,82
2022-07-25 07:19:51,16.2,82
2022-07-25 07:23:39,16.1,82
2022-07-25 07:27:27,16,82
2022-07-25 07:31:15,16.1,82
2022-07-25 07:35:03,16.1,83
2022-07-25 07:38:51,16.3,83
2022-07-25 07:46:27,16.4,83
2022-07-25 07:50:15,16.4,83
2022-07-25 07:54:03,16.5,83
2022-07-25 07:57:51,16.7,83
2022-07-25 08:01:39,16.7,83
2022-07-25 08:15:54,17.4,83
2022-07-25 08:19:42,17.4,83
2022-07-25 08:23:30,17.4,83
2022-07-25 08:27:18,17.4,83
2022-07-25 08:31:06,17.4,83
2022-07-25 08:34:54,17.4,83
2022-07-25 08:38:42,17.6,82
2022-07-25 08:53:54,18,82
2022-07-25 08:57:42,18.1,81
2022-07-25 09:11:57,18.5,81
2022-07-25 09:15:45,18.4,80
2022-07-25 09:19:33,18.4,80
2022-07-25 09:23:21,18.3,80
2022-07-25 09:27:09,18.3,80
2022-07-25 09:30:56,18.4,80
2022-07-25 09:34:44,18.2,80
2022-07-25 09:38:32,18.2,80
2022-07-25 09:46:08,18,80
2022-07-25 09:49:56,18,80
2022-07-25 09:53:44,18.1,80
2022-07-25 09:57:32,18.2,80
2022-07-25 10:01:20,18.2,80
2022-07-25 10:15:35,18.3,80
2022-07-25 10:23:11,18.2,80
2022-07-25 10:26:59,18.3,80
2022-07-25 10:30:47,18.2,80
2022-07-25 10:34:35,18,81
2022-07-25 10:38:23,18.1,81
2022-07-25 10:42:11,18.2,81
2022-07-25 10:45:59,18,81
2022-07-25 10:49:47,18.3,81
2022-07-25 10:53:35,18.8,81
2022-07-25 10:57:23,19.8,79
2022-07-25 11:01:11,20.3,79
2022-07-25 11:04:59,20.9,79
2022-07-25 11:19:14,19.6,80
2022-07-25 11:23:02,19.9,80
2022-07-25 11:26:50,21,77
2022-07-25 11:34:26,21.1,77
2022-07-25 11:38:14,20.5,78
2022-07-25 11:42:02,21.2,77
2022-07-25 11:45:50,22.5,77
2022-07-25 11:49:38,22.5,77
2022-07-25 11:53:26,22.3,77
2022-07-25 11:57:14,22.3,76
2022-07-25 12:08:38,20.5,76
2022-07-25 12:19:05,20,77
2022-07-25 12:22:53,20.1,77
2022-07-25 12:26:41,20.5,76
2022-07-25 12:30:29,20.6,76
2022-07-25 12:34:17,20.7,76
2022-07-25 12:38:05,21.3,76
2022-07-25 12:41:53,21.3,75
2022-07-25 12:45:41,20.9,75
2022-07-25 12:49:29,20.2,75
2022-07-25 12:53:17,20.1,75
2022-07-25 12:57:05,20.2,76
2022-07-25 13:00:53,20.4,75
2022-07-25 13:04:41,20.6,75
2022-07-25 13:08:29,20.4,75
2022-07-25 13:12:17,19.9,76
2022-07-25 13:22:44,19.5,76
2022-07-25 13:26:32,19.3,76
2022-07-25 13:30:20,19.3,76
2022-07-25 13:34:08,19.4,76
2022-07-25 13:37:56,19.7,76
2022-07-25 13:41:44,19.9,76
2022-07-25 13:45:32,19.7,75
2022-07-25 13:49:20,19.6,75
2022-07-25 13:53:08,19.4,75
2022-07-25 13:56:56,19.2,75
2022-07-25 14:12:08,18.8,75
2022-07-25 14:15:56,18.9,75
2022-07-25 14:22:35,19,75
2022-07-25 14:26:23,19,75
2022-07-25 14:30:11,19.1,75
2022-07-25 14:33:59,19.2,75
2022-07-25 14:37:47,19.1,75
2022-07-25 14:41:35,19.2,75
2022-07-25 14:45:23,19,75
2022-07-25 15:00:34,19,75
2022-07-25 15:04:22,18.9,75
2022-07-25 15:08:10,19,75
2022-07-25 15:11:58,19.3,75
2022-07-25 15:15:46,19.4,75
2022-07-25 15:30:01,19.2,74
2022-07-25 15:33:49,19.6,74
2022-07-25 15:37:37,19.6,74
2022-07-25 15:41:25,19.3,73
2022-07-25 15:45:13,19,74
2022-07-25 15:49:01,19,74
2022-07-25 15:52:49,19.3,73
2022-07-25 15:56:37,19.3,73
2022-07-25 16:00:25,19,73
2022-07-25 16:08:01,18.8,73
2022-07-25 16:11:49,19,73
2022-07-25 16:15:37,19,73
2022-07-25 16:19:25,18.9,72
2022-07-25 16:29:52,18.4,72
2022-07-25 16:33:40,18.5,72
2022-07-25 16:41:16,20.1,70
2022-07-25 16:45:04,20.2,70
2022-07-25 16:48:52,19.9,70
2022-07-25 16:52:40,19.3,69
2022-07-25 16:56:28,19,69
2022-07-25 17:00:16,18.8,69
2022-07-25 17:04:04,18.6,69
2022-07-25 17:07:52,18.4,69
2022-07-25 17:11:40,18.3,69
2022-07-25 17:15:28,18.3,69
2022-07-25 17:33:31,17.9,69
2022-07-25 17:37:19,17.9,69
2022-07-25 17:41:07,17.7,69
2022-07-25 17:44:55,17.7,69
2022-07-25 17:48:43,17.7,69
2022-07-25 17:52:31,17.7,70
2022-07-25 17:56:19,17.7,70
2022-07-25 18:00:07,17.6,70
2022-07-25 18:07:43,17.3,69
2022-07-25 18:15:19,17.1,70
2022-07-25 18:19:07,17.1,70
2022-07-25 18:22:55,17,70
2022-07-25 18:33:22,16.9,70
2022-07-25 18:40:58,16.8,70
2022-07-25 18:44:46,16.8,70
2022-07-25 18:48:34,16.7,70
2022-07-25 18:52:22,16.7,71
2022-07-25 18:56:10,16.7,71
2022-07-25 19:03:46,16.7,71
2022-07-25 19:11:22,16.8,71
2022-07-25 19:15:10,16.9,71
2022-07-25 19:22:46,16.5,72
2022-07-25 19:33:13,16.3,73
2022-07-25 19:37:01,16.2,74
2022-07-25 19:44:37,16.1,74
2022-07-25 19:48:25,16.2,74
2022-07-25 19:52:13,16,75
2022-07-25 19:56:01,16,75
2022-07-25 19:59:49,16,75
2022-07-25 20:03:37,16,75
2022-07-25 20:07:25,15.9,75
2022-07-25 20:15:01,15.9,76
2022-07-25 20:18:49,15.8,76
2022-07-25 20:30:12,15.7,77
2022-07-25 20:36:51,15.5,77
2022-07-25 20:48:15,15.7,78
2022-07-25 20:52:03,15.6,78
2022-07-25 20:55:51,15.5,78
2022-07-25 20:59:39,15.5,79
2022-07-25 21:07:15,15.5,79
2022-07-25 21:14:51,15.5,79
2022-07-25 21:22:27,15.5,79
2022-07-25 21:26:15,15.4,80
2022-07-25 21:40:30,15.5,80
2022-07-25 21:44:18,15.5,81
2022-07-25 21:48:06,15.5,81
2022-07-25 21:51:54,15.4,81
2022-07-25 21:55:42,15.4,81
2022-07-25 21:59:30,15.4,81
2022-07-25 22:03:18,15.4,82
2022-07-25 22:10:54,15.4,82
2022-07-25 22:22:18,15.5,82
2022-07-25 22:29:54,15.4,83
2022-07-25 22:36:33,15.4,83
2022-07-25 22:40:21,15.4,83
2022-07-25 22:44:09,15.1,83
2022-07-25 22:47:57,14.7,83
2022-07-25 22:51:45,14.4,83
2022-07-25 22:55:33,14.2,83
2022-07-25 22:59:21,14.1,84
2022-07-25 23:03:09,13.9,84
2022-07-25 23:06:57,13.9,84
2022-07-25 23:10:45,13.8,84
2022-07-25 23:18:21,13.7,85
2022-07-25 23:22:09,13.6,85
2022-07-25 23:25:57,13.6,85
2022-07-25 23:29:45,13.6,85
2022-07-25 23:40:12,13.6,86
2022-07-25 23:44:00,13.6,86
2022-07-25 23:47:48,13.6,86
2022-07-25 23:51:36,13.7,86
2022-07-25 23:55:24,13.6,86
2022-07-25 23:59:12,13.6,86
2022-07-26 00:03:00,13.6,86
2022-07-26 00:10:36,13.6,86
2022-07-26 00:14:24,13.6,86
2022-07-26 00:18:12,13.6,86
2022-07-26 00:22:00,13.6,86
2022-07-26 00:25:48,13.7,86
2022-07-26 00:29:36,13.7,86
2022-07-26 00:33:24,13.7,86
2022-07-26 00:40:03,13.6,87
2022-07-26 00:43:51,13.6,87
2022-07-26 00:47:39,13.6,87
2022-07-26 00:51:27,13.6,87
2022-07-26 00:55:15,13.5,87
2022-07-26 00:59:03,13.4,87
2022-07-26 01:02:51,13.3,87
2022-07-26 01:10:27,13.3,87
2022-07-26 01:14:15,13.3,87
2022-07-26 01:18:03,13.3,87
2022-07-26 01:21:51,13.3,87
2022-07-26 01:25:39,13.2,87
2022-07-26 01:29:27,13.3,87
2022-07-26 01:33:15,13.4,87
2022-07-26 01:43:42,13.4,87
2022-07-26 01:47:30,13.5,87
2022-07-26 01:51:18,13.5,87
2022-07-26 01:55:06,13.5,87
2022-07-26 01:58:54,13.5,87
2022-07-26 02:02:42,13.5,87
2022-07-26 02:06:30,13.6,87
2022-07-26 02:10:17,13.6,87
2022-07-26 02:17:53,13.6,87
2022-07-26 02:21:41,13.6,87
2022-07-26 02:25:29,13.6,87
2022-07-26 02:29:17,13.6,87
2022-07-26 02:33:05,13.6,87
2022-07-26 02:36:53,13.6,87
2022-07-26 02:43:32,13.6,87
2022-07-26 02:47:20,13.6,87
2022-07-26 02:51:08,13.6,87
2022-07-26 02:54:56,13.6,87
2022-07-26 02:58:44,13.7,87
2022-07-26 03:02:32,13.7,87
2022-07-26 03:06:20,13.7,87
2022-07-26 03:10:08,13.7,87
2022-07-26 03:13:56,13.7,87
2022-07-26 03:17:44,13.7,87
2022-07-26 03:25:20,13.8,87
2022-07-26 03:29:08,13.8,87
2022-07-26 03:32:56,13.8,87
2022-07-26 03:36:44,13.8,87
2022-07-26 03:43:23,13.8,87
2022-07-26 03:47:11,13.8,88
2022-07-26 03:50:59,13.8,88
2022-07-26 03:54:47,13.8,88
2022-07-26 03:58:35,13.8,88
2022-07-26 04:02:23,13.8,88
2022-07-26 04:06:11,13.8,88
2022-07-26 04:09:59,13.8,88
2022-07-26 04:13:47,13.8,88
2022-07-26 04:17:35,13.7,88
2022-07-26 04:21:23,13.8,88
2022-07-26 04:25:11,13.8,88
2022-07-26 04:28:59,13.9,88
2022-07-26 04:32:47,13.9,88
2022-07-26 04:36:35,13.8,88
2022-07-26 04:43:14,13.8,88
2022-07-26 04:47:02,13.8,88
2022-07-26 04:50:50,13.7,88
2022-07-26 04:54:38,13.7,88
2022-07-26 04:58:26,13.7,87
2022-07-26 05:02:14,13.7,87
2022-07-26 05:06:02,13.7,87
2022-07-26 05:09:50,13.6,88
2022-07-26 05:13:38,13.6,88
2022-07-26 05:17:26,13.6,87
2022-07-26 05:21:14,13.6,88
2022-07-26 05:25:02,13.6,87
2022-07-26 05:28:50,13.5,87
2022-07-26 05:32:38,13.5,87
2022-07-26 05:40:14,13.5,87
2022-07-26 05:50:41,13.5,87
2022-07-26 05:54:29,13.4,87
2022-07-26 05:58:17,13.4,87
2022-07-26 06:02:05,13.4,87
2022-07-26 06:05:53,13.4,87
2022-07-26 06:09:41,13.4,87
2022-07-26 06:13:29,13.4,87
2022-07-26 06:17:17,13.5,87
2022-07-26 06:21:05,13.5,87
2022-07-26 06:24:53,13.6,87
2022-07-26 06:28:41,13.6,87
2022-07-26 06:32:29,13.6,87
2022-07-26 06:36:17,13.6,87
2022-07-26 06:40:05,13.7,87
2022-07-26 06:46:44,13.7,87
2022-07-26 06:50:32,13.8,87
2022-07-26 06:54:20,13.9,87
2022-07-26 06:58:08,13.8,87
2022-07-26 07:01:56,13.8,87
2022-07-26 07:05:44,13.8,87
2022-07-26 07:09:32,13.7,87
2022-07-26 07:13:20,13.8,87
2022-07-26 07:17:08,13.8,87
2022-07-26 07:20:56,13.8,87
2022-07-26 07:24:44,13.8,87
2022-07-26 07:28:32,13.8,87
2022-07-26 07:32:20,13.8,87
2022-07-26 07:36:08,13.9,87
2022-07-26 07:39:56,13.9,87
2022-07-26 07:43:43,13.9,87
2022-07-26 07:50:22,14.2,87
2022-07-26 07:54:10,14.2,87
2022-07-26 08:01:46,14.4,87
2022-07-26 08:05:34,14.5,87
2022-07-26 08:09:22,14.8,87
2022-07-26 08:13:10,14.9,87
2022-07-26 08:16:58,14.9,87
2022-07-26 08:20:46,15,87
2022-07-26 08:24:34,15,87
2022-07-26 08:28:22,15.1,87
2022-07-26 08:32:10,15.2,87
2022-07-26 08:39:46,15.3,86
2022-07-26 08:50:13,16.1,86
2022-07-26 08:54:01,16.5,86
2022-07-26 08:57:49,16.6,85
2022-07-26 09:01:37,16.9,85
2022-07-26 09:05:25,17,85
2022-07-26 09:09:13,16.9,85
2022-07-26 09:13:01,16.9,85
2022-07-26 09:16:49,16.9,85
2022-07-26 09:20:37,17,85
2022-07-26 09:24:25,17.2,84
2022-07-26 09:28:13,17.4,84
2022-07-26 09:32:01,17.6,83
2022-07-26 09:35:49,17.8,83
2022-07-26 09:39:37,17.9,82
2022-07-26 09:43:25,17.7,82
2022-07-26 09:50:04,17.4,82
2022-07-26 09:57:40,17.5,81
2022-07-26 10:01:28,17.8,81
2022-07-26 10:05:16,17.7,81
2022-07-26 10:09:04,17.7,81
2022-07-26 10:12:52,17.8,81
2022-07-26 10:16:40,18.1,80
2022-07-26 10:20:28,18.5,79
2022-07-26 10:24:16,18.1,79
2022-07-26 10:28:04,17.5,79
2022-07-26 10:31:52,17.1,79
2022-07-26 10:35:40,17.1,78
2022-07-26 10:39:28,17.4,78
2022-07-26 10:43:16,17.8,78
2022-07-26 10:53:43,18.1,78
2022-07-26 10:57:31,18.4,77
2022-07-26 11:01:19,18.7,77
2022-07-26 11:05:07,18.8,77
2022-07-26 11:08:55,18.7,76
2022-07-26 11:12:43,18.5,76
2022-07-26 11:16:31,18.3,76
2022-07-26 11:20:19,18.2,75
2022-07-26 11:24:07,18.2,75
2022-07-26 11:27:55,18.2,75
2022-07-26 11:31:43,18.2,74
2022-07-26 11:35:31,18,75
2022-07-26 11:39:19,18.2,74
2022-07-26 11:43:07,18.2,74
2022-07-26 11:53:34,18.3,74
2022-07-26 11:57:22,18.5,73
2022-07-26 12:01:10,18.6,73
2022-07-26 12:04:58,19.5,72
2022-07-26 12:08:46,19.9,71
2022-07-26 12:12:34,20.5,71
2022-07-26 12:16:22,20.7,70
2022-07-26 12:20:10,20.8,70
2022-07-26 12:23:58,20.7,69
2022-07-26 12:27:46,20.7,69
2022-07-26 12:31:34,20.5,68
2022-07-26 12:35:22,19.9,68
2022-07-26 12:39:10,19.6,68
2022-07-26 12:42:58,19.4,69
2022-07-26 12:46:46,19.6,68
2022-07-26 12:53:25,19.7,67
2022-07-26 12:57:13,19.4,67
2022-07-26 13:01:01,19.3,68
2022-07-26 13:04:49,19.2,68
2022-07-26 13:08:37,19.3,67
2022-07-26 13:12:25,19.3,67
2022-07-26 13:16:13,19.6,67
2022-07-26 13:20:00,19.6,67
2022-07-26 13:23:48,19.8,67
2022-07-26 13:27:36,19.6,66
2022-07-26 13:31:24,19.6,66
2022-07-26 13:35:12,19.4,66
2022-07-26 13:39:00,19.5,66
2022-07-26 13:42:48,20.5,66
2022-07-26 13:46:36,20.7,66
2022-07-26 13:53:15,21.5,65
2022-07-26 13:57:03,21.3,64
2022-07-26 14:00:51,20.8,64
2022-07-26 14:04:39,20.5,64
2022-07-26 14:08:27,20.1,64
2022-07-26 14:12:15,20.2,63
2022-07-26 14:16:03,20.8,63
2022-07-26 14:27:27,20.2,63
2022-07-26 14:31:15,20.7,63
2022-07-26 14:35:03,21.4,62
2022-07-26 14:38:51,21.6,62
2022-07-26 14:42:39,22,62
2022-07-26 14:46:27,22.2,61
2022-07-26 14:56:54,21.6,61
2022-07-26 15:04:30,22.4,60
2022-07-26 15:08:18,22.5,59
2022-07-26 15:12:06,22.9,59
2022-07-26 15:15:54,22.4,59
2022-07-26 15:19:42,21.9,60
2022-07-26 15:23:30,21.7,59
2022-07-26 15:27:18,21.4,59
2022-07-26 15:31:06,21.3,59
2022-07-26 15:34:54,21.1,59
2022-07-26 15:38:42,20.9,59
2022-07-26 15:42:30,20.7,59
2022-07-26 15:46:18,20.6,60
2022-07-26 16:00:33,21.4,59
2022-07-26 16:04:21,21.4,59
2022-07-26 16:08:09,21.6,58
2022-07-26 16:11:57,21.8,58
2022-07-26 16:15:45,21.2,58
2022-07-26 16:19:33,20.9,58
2022-07-26 16:23:21,20.6,58
2022-07-26 16:27:09,21,58
2022-07-26 16:30:57,21.6,58
2022-07-26 16:34:45,21.5,58
2022-07-26 16:38:33,21.2,58
2022-07-26 16:42:21,21.6,58
2022-07-26 16:46:09,21.6,58
2022-07-26 16:49:57,21.9,58
2022-07-26 16:56:36,21.5,58
2022-07-26 17:00:24,22,57
2022-07-26 17:04:12,21.9,57
2022-07-26 17:08:00,21.4,57
2022-07-26 17:11:48,21.1,58
2022-07-26 17:19:24,21.8,57
2022-07-26 17:23:12,21.3,57
2022-07-26 17:30:48,21.1,57
2022-07-26 17:34:36,21.2,57
2022-07-26 17:38:24,21.3,57
2022-07-26 17:42:12,20.8,57
2022-07-26 17:46:00,20.7,57
2022-07-26 17:49:48,20.4,57
2022-07-26 17:56:27,19.8,58
2022-07-26 18:00:15,19.6,58
2022-07-26 18:04:03,19.4,58
2022-07-26 18:07:51,19.3,58
2022-07-26 18:11:39,19.3,58
2022-07-26 18:15:27,19.4,58
2022-07-26 18:19:15,19.4,58
2022-07-26 18:23:03,19.5,58
2022-07-26 18:26:51,19.4,58
2022-07-26 18:30:39,19.5,58
2022-07-26 18:34:27,19.7,58
2022-07-26 18:38:15,19.7,58
2022-07-26 18:42:03,19.7,58
2022-07-26 18:45:51,19.8,58
2022-07-26 18:49:38,19.7,58
2022-07-26 18:56:17,19.4,58
2022-07-26 19:00:05,19.5,58
2022-07-26 19:07:41,19.4,58
2022-07-26 19:11:29,19.2,58
2022-07-26 19:15:17,19.1,58
2022-07-26 19:19:05,18.9,58
2022-07-26 19:22:53,18.7,59
2022-07-26 19:26:41,18.6,59
2022-07-26 19:30:29,18.5,59
2022-07-26 19:34:17,18.5,59
2022-07-26 19:38:05,18.4,59
2022-07-26 19:45:41,18.1,60
2022-07-26 19:56:08,17.6,60
2022-07-26 20:03:44,17.6,61
2022-07-26 20:07:32,17.5,61
2022-07-26 20:11:20,17.3,61
2022-07-26 20:14:11,17.2,61
2022-07-26 20:15:08,17.2,61
2022-07-26 20:18:56,17.2,61
2022-07-26 20:22:44,17.3,61
2022-07-26 20:30:20,17.1,61
2022-07-26 20:34:08,17.2,62
2022-07-26 20:37:56,17.1,62
2022-07-26 20:41:44,17,62
2022-07-26 20:45:32,16.8,62
2022-07-26 20:49:20,16.9,62
2022-07-26 20:55:59,16.5,62
2022-07-26 20:59:47,16.4,62
2022-07-26 21:07:23,16.2,63
2022-07-26 21:11:11,16.2,63
2022-07-26 21:14:59,16.1,63
2022-07-26 21:18:47,16.1,63
2022-07-26 21:22:35,15.9,63
2022-07-26 21:26:23,15.7,63
2022-07-26 21:30:11,15.6,64
2022-07-26 21:33:59,15.5,64
2022-07-26 21:37:47,15.6,64
2022-07-26 21:41:35,15.6,64
2022-07-26 21:45:23,15.5,64
2022-07-26 21:49:11,15.2,64
2022-07-26 21:59:38,15.1,65
2022-07-26 22:03:26,15.1,66
2022-07-26 22:07:14,15.2,66
2022-07-26 22:11:02,14.9,66
2022-07-26 22:14:50,14.8,66
2022-07-26 22:18:38,15.1,67
2022-07-26 22:22:26,14.7,66
2022-07-26 22:26:14,14.6,67
2022-07-26 22:30:02,14.5,67
2022-07-26 22:33:50,14.4,67
2022-07-26 22:37:38,14.3,67
2022-07-26 22:41:26,14.1,68
2022-07-26 22:45:14,14.5,68
2022-07-26 22:49:02,14.8,69
2022-07-26 22:59:29,14,68
2022-07-26 23:03:17,13.8,69
2022-07-26 23:10:53,14.6,70
2022-07-26 23:14:41,15,70
2022-07-26 23:18:29,15.2,69
2022-07-26 23:22:17,14.9,69
2022-07-26 23:26:05,15.2,70
2022-07-26 23:29:53,15.3,69
2022-07-26 23:33:41,15.5,69
2022-07-26 23:37:29,15.6,69
2022-07-26 23:41:17,15.4,69
2022-07-26 23:45:05,15.4,69
2022-07-26 23:48:53,15.3,69
2022-07-26 23:59:20,14.7,69
2022-07-27 00:03:08,14.8,69
2022-07-27 00:06:56,15.2,69
2022-07-27 00:10:44,15.3,69
2022-07-27 00:14:32,15.3,69
2022-07-27 00:18:20,15.1,69
2022-07-27 00:22:07,15.3,69
2022-07-27 00:25:55,15.3,69
2022-07-27 00:29:43,14.7,69
2022-07-27 00:33:31,15,69
2022-07-27 00:37:19,14.8,69
2022-07-27 00:41:07,14.7,69
2022-07-27 00:44:55,14.5,69
2022-07-27 00:48:43,14.7,70
2022-07-27 00:52:31,14.8,70
2022-07-27 01:02:58,14.8,70
2022-07-27 01:06:46,14.9,70
2022-07-27 01:10:34,14.9,69
2022-07-27 01:14:22,15,70
2022-07-27 01:18:10,14.9,69
2022-07-27 01:21:58,14.8,69
2022-07-27 01:25:46,14.6,69
